"2018
Shs’000"
"820,356"
"7,101"
"(188,184)"
"639,273"
"(1,287,506)"
"4,413"
-
"(1,283,093)"
"341,745"
"(421,697)"
"(126,066)"
"(63,761)"
"(269,779)"
"(913,599)"
"611,779"
"(913,599)"
"121,257"
"(180,563)"
