"2017
Shs’000"
"6,408,206"
"272,098"
"(1,116,544)"
"(2,133,614)"
"(2,598,621)"
"831,525"
"(406,496)"
"14,425"
"(149,347)"
"(29,360)"
"260,747"
"(141,282)"
"119,465"
"65,209"
"54,256"
"119,465"
0.36
