Column,ECONOMIC IMPACT IN EAST AFRICA,Column,Column,Column,Column,Column
,Direct,Indirect,Induced,Spillover,TOTAL,Basis Used
Per Annum,,,,,,
Jobs Created – per annum,"3,813","12,710","4,216","1,305","22,044","Headcount expressed in Full
time equivalent (FTe) per
annum."
"Number of People Supported within
the Households as a result of the Jobs
Created – per annum","17,285","56,643","18,938","5,895","98,762","Headcount multiplied by the
Country’s average number of
people per household."
6 Years,,,,,,
"TOTAL ECONOMIC IMPACT -
Contribution to gross Domestic Product
in east africa - $ Million (Note 1)",789,877,64,20,"1,750","Direct, indirect, induced,
spillover revenues and tax
collection deriving from
Serena Hotels operations."
Note 1: The ECONOMIC IMPACT in the line above has been derived from the below and covers 20 Serena properties:,,,,,,
Value Creation by guests - $ Million,153,403,-,-,556,"Value creation at Serena
Hotels and non-hotel
expenditure during their
visit."
Payroll & Related - $ Million,140,190,64,20,414,"amounts paid to Serena
Direct employees and all
along the value chain."
"local Procurement (food, beverage,
utilities, repairs & maintenance and
other operating costs)- $ Million",304,-,-,-,304,"Consumption of non-
imported goods and services
by Serena Hotels operations."
"Direct & Indirect Taxes (includes park/
conservancy fees, visas) - $ Million",153,284,-,-,437,"Taxes collected from Serena
Hotels and indirect tax
through Serena Hotels supply
chain."
"Capital expenditure (renovations,
expansions, improvements) - $ Million",39,-,-,-,39,"Capital investments
by Serena Hotels for
renovations, expansions or
improvements."
