"2023
Shs’000",Column,"2023
Shs’000"
"4,331,896",,(216)
"385,238",,-
"720,587",,216
-,,-
"(385,238)",,-
-,,-
"(975,632)",,-
"4,076,851","4,246,343",-
"55,780","85,553",-
"4,132,631","4,331,896",-
