Number,Effective date,Executive summary
"Amendment to IAS
1 ‘Presentation of
Financial Statements’
on Classification of
Liabilities as Current or
Non-current","Annual periods beginning
on or after 1 January 2022
(Published January 2020)","The amendment clarifies that liabilities are classified as either current or non-
current, depending on the rights that exist at the end of the reporting period.
Classification is unaffected by expectations of the entity or events after the
reporting date (for example, the receipt of a waiver or a breach of covenant)."
"Amendments to IAS
16 ‘Property, Plant and
Equipment’ on Proceeds
before Intended Use","Annual periods beginning
on or after 1 January 2022
(Published May 2020)","The amendment to IAS 16 prohibits an entity from deducting from the cost of
an item of PPE any proceeds received from selling items produced while the
entity is preparing the asset for its intended use (for example, the proceeds
from selling samples produced when testing a machine to see if it is functioning
properly). The proceeds from selling such items, together with the costs of
producing them, are recognised in profit or loss."
"Amendments to IAS 37
‘Provisions, Contingent
Liabilities and Contingent
Assets’ on Onerous
Contracts—Cost of
Fulfilling a Contract","Annual periods beginning
on or after 1 January 2022
(Published May 2020)","The amendment clarifies which costs an entity includes in assessing whether
a contract will be loss-making. This assessment is made by considering
unavoidable costs, which are the lower of the net cost of exiting the contract
and the costs to fulfil the contract. The amendment clarifies the meaning of
‘costs to fulfil a contract’. Under the amendment, costs to fulfil a contract
include incremental costs and the allocation of other costs that relate directly
to fulfilling the contract."
