"2018
Shs’000",Column,"2018
Shs’000"
"826,684",,-
"(61,033)",,-
"765,651","695,909",-
,"101,268
109,618
118,155",
"113,361",,-
"73,509",,-
"127,565",,-
"314,435","329,041",-
"61,033","37,825",-
