"2019
Shs’000"
"15,682,013"
"(3,087,878)"
"(1,404,323)"
"11,189,812"
"11,189,812"
"7,443"
"758,946"
"(262,718)"
"(51,513)"
"11,641,970"
"16,448,402"
"(3,358,721)"
"(1,447,711)"
"11,641,970"
