Funding profile (TShs’m),F08,Column,F09,F09,Column
,Actual,,Actual,,Forecast
,"2,673.1","2,986.5",,,"3,027.4"
,236.7,"326.7
1,206.8",,,231.9
,"1,052.8",,,,"1,211.6"
,"1,289.5","1,533.5
1,348.8",,,"1,443.5"
,"1,400.2",,,,n.a
,"5,362.7","5,868.9
4,249.5
97.1
352.4
1,169.9",,,n.a
,"4,015.3",,,,n.a
,97.5,,,,n.a
,132.3,,,,17.3
,"1,117.7",,,,n.a
,"5,362.7","5,868.9
39.5
137.5
30.0
5.4
1.1",,,n.a
,43.3,,,,47.7
,167.4,,,,150.1
,36.3,,,,n.a
,4.0,,,,6.1
,0.6,,,,0.1
