"2021
Shs’000"
"(703,987)"
"296,802"
"(4,346)"
"(9,173)"
-
"577,742"
"44,531"
-
"62,088"
"41,225"
"(289,112)"
"23,662"
"173,447"
"(5,815)"
"207,044"
