"2011
Shs’000
148,211
3,032,431
615,953
192,674"
"3,989,269"
"2,799,623
636,958
-
-"
"3,436,581"
"565,301
1,853"
"567,154"
"4,881
9,585"
"14,466"
"552,688"
"3,989,269"
