"Kakamega
Branch","63-
027","Cannon Awori
Road,Kakamega","2480-50100
KAKAMEGA","(056) -
31717/31701,
(020)2526952,","9.00a.m.-5.00p.m.
Mon. to Friday
9.00a.m.-3.00p.m.
Saturdays"
"Kitengela
Branch","63-
025","Millenium
Building,Kajiado Road.","108-00241
KITENGELA","(254) 045 -
26512/26513","9.00a.m.-4.00p.m.
Mon. to Friday
9.00a.m.-1.00p.m.
Saturdays"
"Wabera Street
Branch","63-
030","Wabera Street,Jubilee
Insurance Hse,Ground
Floor.","49538-00100
NAIROBI","(254) 020 Ð
2210220","9.00a.m.-4.00p.m.
Mon. to Friday
9.00a.m.-1.00p.m.
Saturdays"
Karen Branch,"63-
031","Petrocity Service
Station,Ngong
Road,Karen.","24827-00502
NAIROBI","(254) 020 -
882021/22","9.00a.m.-4.00p.m.
Mon. to Friday
9.00a.m.-1.00p.m.
Saturdays"
"Upper Hill
Branch","63-
029","1st Floor,Crown Plaza
Hotel, Kilimanjaro
Road, Upper Hill.","49627-00100
NAIROBI","(254) 020 -
2713730","9.00a.m.-5.00p.m.
Mon. to Friday
9.00a.m.-3.00p.m.
Saturdays"
T-Mall Branch,"63-
017","1st Floor,T-Mall
Plaza,Langata
Road,Nairobi.","5060-00506
NAIROBI","(254) 020 -
8042802","9.00a.m.-4.00p.m.
Mon. to Friday
9.00a.m.-1.00p.m.
Saturdays"
Voi Branch,"63-
032","Biashara Street,
Noormohamed Adam &
Sons Building, Ground
Floor,","809-80300
VOI","(043)-
2030742,
2030743","9.00a.m.-4.00p.m.
Mon. to Friday
9.00a.m.-1.00p.m.
Saturdays"
