"2006
Shs’000
15,992
20,022
13,390"
"2006
Shs’000
(160,274 )
(473 )
(968 )"
"(161,715 )"
"7,162
2,112"
"9,274"
"(35,078)"
"(187,519 )"
"2006
Shs’000
47,409
118,536"
"165,945"
