2012
Shs’000
"1,472,310"
"(172,057)"
"17,496"
"(137,997)"
"1,179,752"
"(748,445)"
"2,463"
"(203,372)"
"145,279"
-
"(115,497)"
"(919,572)"
"200,000"
"(373,911)"
"(192,674)"
"(366,585)"
"(106,405)"
"194,765"
"(106,405)"
"(40,710)"
"47,650"
