CONSOLIDATED STATEMENT OF CHANGES IN EQUITY,Column,Column,Column,Column,Column,Column,Column
,,,,Retained,Total,Non-,
,Share,Share,Revaluation,earnings/,shareholders,controlling,Total
,capital,premium,reserve,(deficit),funds,interest,equity
,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
,"177,019","10,502","118,238","(135,200)","170,559","(15,283)","155,276"
,-,-,-,"(15,283)","(15,283)","15,283",-
,-,-,-,"29,983","29,983",-,"29,983"
,-,-,-,"13,028","13,028",-,"13,028"
,-,-,"(3,157)","3,157",-,-,-
,-,-,947,(947),-,-,-
,-,-,"(41,759)","41,759",-,-,-
,-,-,"12,528","(12,528)",-,-,-
,"177,019","10,502","86,797","(76,031)","198,287",-,"198,287"
