"2009
KShs ‘000
702,118
394,723
7,490
-
-
46,000",Column,"2009
KShs ‘000
702,084
-
7,490
160,240
53,981
-"
"1,150,331","1,136,245","923,795"
"8,872
130,852
-
11,807
2,254","12,374
151,407
-
19,242
1,356","8,872
129,087
-
11,582
1,631"
"153,785","184,379","151,172"
"1,304,116","1,320,624","1,074,967"
"177,018
10,501
105,702
108,538","177,018
10,501
94,327
101,105","177,018
10,501
122,658
73,369"
"401,759
10,694","382,951
49,155","383,546
-"
"412,453","432,106","383,546"
"164,674
121,920
103,319","205,433
79,863
93,683","-
121,920
103,319"
"389,913","378,979","225,239"
"160,033
72,341
187,655
-
81,721","256,236
61,595
48,374
-
143,334","160,033
21,293
187,655
15,917
81,284"
"501,750","509,539","466,182"
"1,304,116","1,320,624","1,074,967"
