New and Amendments to standards,"Effective for annual periods beginning on
or after"
"Amendments to IFRS 3: Reference to the Conceptual
Framework","1 January 2022, with earlier application
permitted"
"Amendments to IAS 16- Property, plant and equipment-
Proceeds before intended use","1 January 2022, with earlier application
permitted"
"Amendments to IAS 37: Onerous Contracts – Cost of
Fulfilling a Contract","1 January 2022, with earlier application
permitted"
"Amendments to IFRS 10 and IAS 28 Sale or Contribution
of Assets between an investor and its Associate or Joint
Venture","1 January 2023, with early application
permitted."
IFRS 17: Insurance Contracts,1 January 2023
"Amendments to IAS 1-Classification of liabilities as
current or non-current","1 January 2023, with earlier application
permitted"
"Amendments to IAS 1 and IFRS practice statement 2:
Disclosure of accounting policies","1 January 2023, with earlier application
permitted"
Amendments to IAS 8: Definition of accounting estimates,"1 January 2023, with earlier application
permitted"
"Amendments to IAS 12: Deferred Tax related to Assets
and Liabilities arising from a Single","1 January 2023, with earlier application
permitted"
"Amendments to IFRS 16-Lease Liability in a Sale and
Leaseback","1 January 2024, with earlier application
permitted"
"Annual improvements to IFRS standards 2018-2021
Cycle: Amendments to IFRS 1 First-time Adoption of
International Financial Reporting Standards – Subsidiary
as a first-time adopter, IFRS 9 Financial Instruments –
Fees in the ’10 per cent’ test for derecognition of financial
liabilities, and IAS 41 Agriculture – Taxation in fair value
measurements","1 January 2022, with earlier application
permitted"
