"Gain on disposal of property, plant and equipment",-,180,-,-
Management fees,"53,672","50,429","53,672","50,429"
,,"38,766",-,-
Miscellaneous income,"92,081","29,509",-,-
,_______,_______,_______,_______
,"208,208","118,884","53,672","50,429"
,======,======,======,======
