GROUP,Column,Column
UAUDITED,AUDITED,UNAUDITED
"30-Sep
2019
KShs '000'","31-Dec
2018
KShs '000'","30-Sep
2018
KShs '000'"
"19,158,643
(8,573,216)","25,998,868
(10,404,686)","17,715,332
(7,595,113)"
"10,585,427","15,594,182","10,120,219"
"3,235,457
(179,487)","3,936,092
(258,305)","3,077,290
(170,323)"
"3,055,970","3,677,787","2,906,967"
"13,641,397
2,932,600
171,055","19,271,969
3,107,748
553,501","13,027,186
2,380,159
267,246"
"1 6,745,052","2 2,933,218","1 5,674,591"
"(1,299,351)","(3,807,345)","(1,898,339)"
"1 5,445,701","1 9,125,873","1 3,776,252"
"(3,518,576)
(210,580)
(2,143,282)
(874,663)","(4,108,876)
(748,058)
(2,769,620)
(596,849)","(3,144,628)
(551,204)
(1,994,688)
(429,515)"
"(6,747,101)","(8,223,403)","(6,120,035)"
"8,698,600
604,128","10,902,470
595,310","7,656,217
634,506"
"9,302,728
(2,668,055)","11,497,780
(2,994,423)","8,290,723
(2,439,888)"
"6,634,673","8,503,357","5,850,835"
"359,411","( 905,276)","(1,611,846)"
"6,994,084","7,598,081","4 ,238,989"
"6,301,654
333,019","7,950,819
552,538","5 ,524,862
3 25,973"
"6,634,673","8,503,357","5 ,850,835"
"6,651,195
342,889","7,240,716
357,365","4 ,136,187
1 02,802"
"6,994,084","7,598,081","4 ,238,989"
