latoT 000’shSK,"362,730,7","600,473","525,445,2","918,656,021","729,947,54","923,678","415,726,1","383,668,871","872,644,1","298,008,231","732,580,2","507,059,2","822,569,5","666,086,3","600,929,841","773,739,92"
tseretni-noN gniraeb 000’shSK,"362,730,7","600,473",-,-,"000,005,3","923,678","415,726,1","211,514,31",-,-,"732,580,2","507,059,2",-,-,"249,530,5","071,973,8"
"retfa sraey 000’shSK
euD
5",-,-,-,-,"135,629,21",-,-,"135,629,21",-,-,-,-,-,-,-,"135,629,21"
"neewteb sraey 000’shSK
5-1
euD",-,-,-,-,"823,180,8",-,-,"823,180,8",-,"373,32",-,-,-,-,"373,32","559,750,8"
"neewteb shtnom 000’shSK
euD 21-3",-,-,-,-,"991,722,61",-,-,"991,722,61","991,2","959,633,21",-,-,"587,767,4","666,086,3","906,787,02",")014,065,4
("
"nihtiw shtnom 000’shSK
euD
3-1",-,-,"857,4","928,509,1","968,410,5",-,-,"654,529,6","620,153","731,657,08",-,-,"344,791,1",-,"606,403,28",")051,973,57("
"nihtiW htnom 000’shSK
1",-,-,"767,935,2","099,057,811",-,-,-,"757,092,121","350,390,1","324,486,93",-,-,-,-,"674,777,04","182,315,08"
evitceffE tseretni etar,-,-,%1.1,%4.11,%9.01,-,-,,%2.6,%6.4,-,-,%2.4,%5.21,,
