2011
KShs
"7,171,265,480"
"(2,515,825,273"
"4,655,440,207"
"1,094,852,551"
"( 39,564,601"
"1,055,287,950"
"5,710,728,157"
"873,019,931"
"61,311,323"
"934,331,254"
"6,645,059,411"
"(1,079,080,233"
"( 138,028,337"
"( 647,506,239"
"( 143,231,097"
"(2,007,845,906)"
"4,637,213,505"
"( 179,882,130"
"4,457,331,375"
"(1,362,712,977"
"3,094,618,398"
"(1,784,158,894"
"(1,784,158,894)"
"1,310,459,504"
107.65
26.00
