3202,latoT,shSK,"626,201,2","009,490,2","522,910,3","415,367,1","058,160,1","001,318,3","040,908,4","098,217,4","058,730,2","000,023,1","000,790,2","599,138,82"
,"ni seiraidisbus
denrae
seeF",shSK,"621,049","000,011,1","573,386,1","466,724",-,"052,774,2","091,371,3","040,529,3",-,-,"000,579","546,117,41"
,ecnadettA seef,shSK,"005,264","005,463","006,963","006,963","006,595","006,963","006,966","006,123","006,170,1","000,075","000,226","002,687,5"
,launnA reniater,shSK,"000,007","004,026","052,669","052,669","052,664","052,669","052,669","052,664","052,669","000,057","000,005","051,433,8"
,rotceriD,,,,,,,,,,,,,
