GROUP,Column,Column
UNAUDITED,AUDITED,UNAUDITED
"31-Mar
2021
KShs '000'","31-Dec
2020
KShs '000'","31-Mar
2020
KShs '000'"
"7,132,258
(2,819,082)","27,848,575
(12,248,980)","6,469,775
(2,973,160)"
"4,313,176","15,599,595","3,496,615"
"1,060,250
(97,091)","4,170,303
(327,639)","1,119,470
(85,116)"
"963,159","3,842,664","1,034,354"
"5,276,335
678,736
86,401","19,442,259
3,870,331
597,119","4,530,969
1,027,783
69,778"
"6,041,472","23,909,709","5,628,530"
"(758,910)","(2,472,836)","(555,272)"
"5,282,562","21,436,873","5,073,258"
"(1,193,276)
(114,085)
(1,005,975)
(393,284)","(4,555,444)
(428,732)
(3,295,865)
(1,525,866)","(1,181,572)
(114,608)
(759,098)
(324,723)"
"(2,706,620)","(9,805,907)","(2,380,001)"
"2,575,942
83,790","11,630,966
(678,962)","2,693,257
(206,569)"
"2,659,732
(772,783)","10,952,004
(2,539,446)","2,486,688
(823,994)"
"1,886,949","8,412,558","1,662,694"
"(424,229)","596,385","123,502"
"1,462,720","9,008,943","1,786,196"
"1,790,561
96,388","8,073,855
338,703","1,564,036
98,658"
"1,886,949","8,412,558","1,662,694"
"1,366,814
95,906","8,498,802
510,141","1,530,100
256,096"
"1,462,720","9,008,943","1,786,196"
