latoT,Column,000’shsK,"269,264,33","577,576","554,890,1","439,267,17","866,059,88","553,918,84","475,280,782","356,701,7","673,069,835","874,640,53","601,192,3","774,971,214","612,260,31","881,957,3","986,013,01","451,946,774","222,113,16"
tseretni-noN gniraeb,,000’shsK,"269,264,33","577,576",-,"170,45",-,-,-,"356,701,7","164,003,14",486,"601,192,3","163,170,34","639,291,21",-,-,"780,655,85",")626,552,71("
"5 sraey
retfa
euD",,000’shsK,-,-,"084,187","084,097,03","928,113,81",-,"067,568,21",-,"945,947,26",-,-,-,-,"635,546",-,"635,546","310,401,26"
"5-1 sraey
neewteb
euD",,000’shsK,-,-,"632,413","024,785,81","517,486,91","657,051","924,828,82",-,"655,565,76",-,-,"570,577,3",-,"643,371",-,"124,849,3","531,716,36"
"neewteb shtnom
21-3
euD",,000’shsK,-,-,"850,1","339,411,21","266,642,22","158,242,1","327,978,01",-,"722,584,64","482,302",-,"359,891,57","270,493","139,839,2",-,"042,537,87",")310,052,23("
"3-1 shtnom
nihtiw
euD",,000’shsK,-,-,-,"832,040,01","571,357,62","515,497,52","798,626,912",-,"528,412,282","764,673,62",-,"471,412,651","802,574",-,"986,013,01","835,673,391","782,838,88"
"1 htnom
nihtiW",,000’shsK,-,-,"186,1","297,571","782,459,1","332,136,12","567,188,41",-,"857,446,83","340,664,8",-,"419,919,331",-,"573,1",-,"233,783,241",")475,247,301("
puorG,"4202
rebmeceD
13",,,,,,,,,,,,,,,,,,
