"2020
KShs ‘000",Column,"2020
KShs ‘000"
"27,848,575",,"29,175"
"( 12,248,980)",,-
"15,599,595","15,509,841","29,175"
"4,170,303","3,993,648
( 313,915)",-
"( 327,639)",,-
"3,842,664","3,679,733",-
"19,442,259","19,189,574","29,175"
"3,870,331","3,835,815
456,078",-
"597,119",,"3,377,318"
"23,909,709","23,481,467","3,406,493"
"( 2,472,836)","( 636,455)",-
"21,436,873","22,845,012","3,406,493"
"( 4,555,444)","( 4,727,698)
( 423,951)
( 2,829,772)
( 1,165,520)",-
"( 428,732)",,-
"( 3,295,865)",,"( 31,102)"
"( 1,525,866)",,-
"( 9,805,907)","( 9,146,941)","( 31,102)"
"11,630,966","13,698,071
905,037","3,375,391"
"( 678,962)",,-
"10,952,004","14,603,108
( 3,834,494)","3,375,391"
"( 2,539,446)",,"( 4,805)"
"8,412,558","10,768,614","3,370,586"
