GROUP,Column,Column
"UNAUDITED
30-Jun
2016
KShs '000'","AUDITED
31-Dec
2015
KShs '000'","UNAUDITED
30-Jun
2015
KShs '000'"
"9,839,216
1,183,886
8,144,979
132,463,686
48,605,745
3,309,148
-
2,915,365
1,174,601
260,560
281,751
20,769
512,325
-
1,625,873","9,948,128
527,596
4,981,777
127,823,778
39,135,807
3,062,350
-
2,935,233
1,174,601
245,434
284,606
4,456
515,997
-
1,083,779","11,788,446
1,364,027
4,953,961
123,121,122
38,185,217
2,676,820
-
2,865,779
1,174,601
287,466
368,279
-
574,499
-
1,940,722"
"210,337,904","191,723,542","189,300,939"
"9,649,335
146,416,925
64,042
247,737
-
3,475,307
9,537,646
4,415,620","7,971,475
132,980,678
67,744
145,434
-
2,766,373
9,575,455
4,495,084","9,917,058
129,496,175
81,839
140,759
-
4,544,484
10,499,064
4,435,054"
"173,806,612","158,002,243","159,114,433"
"392,362
17,331,510
15,448,231
446,744
(121,302)
(216,737)
968,479
(39,725)","392,362
17,331,510
12,971,933
446,744
(502,206)
(65,102)
912,617
(39,725)","392,362
17,331,510
9,426,404
446,387
(350,822)
(51,265)
925,565
(36,786)"
"34,209,562
2,321,730","31,448,133
2,273,166","28,083,355
2,103,151"
"36,531,292","33,721,299","30,186,506"
"210,337,904","191,723,542","189,300,939"
