GROUP,Column,Column
UNAUDITED,AUDITED,UNAUDITED
"30-Jun
2018
KShs '000'","31-Dec
2017
KShs '000'","30-Jun
2017
KShs '000'"
"11,654,349
(4,788,586)","24,423,762
(8,869,275)","11,090,527
(4,229,236)"
"6,865,763","15,554,487","6,861,291"
"1,997,606
(113,568)","3,324,275
(226,416)","1,432,338
(62,328)"
"1,884,038","3,097,859","1,370,010"
"8,749,801
1,722,449","18,652,346
2,438,551","8,231,301
1,334,903"
"10,472,250","21,090,897","9,566,204"
"(2,079,133)
(364,501)
(1,426,208)
(291,994)","(3,752,209)
(693,479)
(2,610,820)
(561,610)","(1,910,311)
(327,269)
(1,382,466)
(261,863)"
"(4,161,836)","(7,618,118)","(3,881,909)"
"6,310,414
(1,411,851)","13,472,779
(4,133,170)","5,684,295
(965,564)"
"4,898,563
499,477","9,339,609
554,965","4,718,731
245,462"
"5,398,040
(1,529,929)","9,894,574
(2,630,325)","4,964,193
(1,534,107)"
"3,868,111","7,264,249","3,430,086"
"(1,593,863)","143,411","543,701"
"2,274,248","7,407,660","3,973,787"
"3,629,840
238,271","6,766,256
497,993","3,250,269
179,817"
"3,868,111","7,264,249","3,430,086"
"2,212,005
62,243","7,118,881
288,779","3,887,824
85,963"
"2,274,248","7,407,660","3,973,787"
