Group,Column,Company,Column
2023,2022,2023,2022
KShs‘000,,KShs‘000,
"16,680,326",,"7,269,660",
"5,004,098",,"2,180,898",
"( 5,200)",,"5,678",
"( 361,093)",,-,
"(1,254,394)",,"(2,099,276)",
"(48,304)",,"1,141",
"3,335,107",,"88,441",
