Column,Group,Column,Company,Column
Note,2023,2022,2023,2022
,KShs ‘000,,KShs ‘000,
,"( 60,203)",,-,
,"88,145",,,
,"58,465",,-,
,"( 1,389,888)",,"( 48,344)",
,"5,367,493",,-,
,"4,064,012",,"( 48,344)",
,"17,409,231",,"7,132,875",
,"12,615,177",,"7,181,219",
,"730,042",,-,
,"13,345,219",,"7,181,219",
,"15,829,555",,"7,132,875",
,"1,579,676",,-,
,"17,409,231",,"7,132,875",
,7.63,,4.34,
