"2015
KShs’000"
"19,663,034"
"( 8,645,515)"
"11,017,519"
"2,031,505"
"( 107,883)"
"1,923,622"
"12,941,141"
"1,525,427"
"14,466,568"
"( 2,463,697)"
"( 449,045)"
"( 1,716,041)"
"( 394,944)"
"( 5,023,727)"
"9,442,841"
"( 695,089)"
"8,747,752"
-
"8,747,752"
"( 2,715,109)"
"6,032,643"
