GROUP,Column,Column
UNAUDITED,AUDITED,UNAUDITED
"30-Jun
2016
KShs '000'","31-Dec
2015
KShs '000'","30-Jun
2015
KShs '000'"
"11,826,385
(4,647,603)","21,869,337
(9,222,172)","10,107,376
(4,216,389)"
"7,178,782","12,647,165","5,890,987"
"1,265,353
(90,935)","2,499,460
(134,529)","1,207,836
(64,048)"
"1,174,418","2,364,931","1,143,788"
"8,353,200
1,233,454","15,012,096
2,226,845","7,034,775
1,170,264"
"9,586,654","17,238,941","8,205,039"
"(1,714,748)
(300,234)
(1,029,245)
(237,451)","(3,266,810)
(522,590)
(2,121,829)
(501,019)","(1,651,929)
(200,462)
(983,254)
(201,822)"
"(3,281,678)","(6,412,248)","(3,037,467)"
"6,304,976
(719,743)","10,826,693
(982,495)","5,167,572
(467,278)"
"5,585,233
240,061","9,844,198
323,463","4,700,294
137,110"
"5,825,294
(1,648,487)","10,167,661
(3,023,250)","4,837,404
(1,441,097)"
"4,176,807","7,144,411","3,396,307"
