"2018
KShs ‘000"
-
-
-
-
-
"133,223"
"-
1,679,971"
"25,662,294"
-
-
-
-
"6,347"
-
"1,648,515"
499
"29,130,849"
-
-
-
-
"1,881,898"
"1,687,364"
-
-
"3,569,262"
"413,405"
"18,805,359"
"6,339,846"
-
"2,977"
-
-
-
"25,561,587"
-
"25,561,587"
"29,130,849"
