"2018
KShs ‘000"
"34,441"
-
"34,441"
-
-
-
"34,441"
619
"2,875,570"
"2,910,630"
-
"2,910,630"
-
-
"( 29,039)"
( 11)
"( 29,050)"
"2,881,580"
-
"2,881,580"
"( 5,679)"
"2,875,901"
