"2015
KShs’000"
"17,971,129"
"( 7,909,855)"
"10,061,274"
"1,798,458"
"( 92,597)"
"1,705,861"
"11,767,135"
"1,294,996"
"21,118"
"1,316,114"
"13,083,249"
"( 2,102,169)"
"( 454,835)"
"( 1,299,902)"
"( 306,324)"
"( 4,163,230)"
"8,920,019"
"( 553,130)"
"8,366,889"
"( 2,555,761)"
"5,811,128"
"( 203,404)"
"61,021"
"( 142,383)"
"5,668,745"
201.76
