GROUP,Column,Column
UNAUDITED,AUDITED,UNAUDITED
"30-Sep
2020
KShs '000'","31-Dec
2019
KShs '000'","30-Sep
2019
KShs '000'"
"19,738,586
(9,337,934)","27,163,847
(11,654,006)","19,158,643
(8,573,216)"
"10,400,652","15,509,841","10,585,427"
"3,044,914
(243,071)","3,993,648
(313,915)","3,235,457
(179,487)"
"2,801,843","3,679,733","3,055,970"
"13,202,495
3,108,681
254,938","19,189,574
3,835,815
456,078","13,641,397
2,932,600
171,055"
"16,566,114","23,481,467","16,745,052"
"(2,149,725)","(636,455)","(1,299,351)"
"1 4,416,389","2 2,845,012","15,445,701"
"(3,560,427)
(319,047)
(2,454,992)
(1,008,991)","(4,727,698)
(423,951)
(2,829,772)
(1,165,520)","(3,518,576)
(210,580)
(2,143,282)
(874,663)"
"(7,343,457)","(9,146,941)","(6,747,101)"
"7,072,932
(575,360)","13,698,071
905,037","8,698,600
604,128"
"6,497,572
(1,909,290)","14,603,108
(3,834,494)","9,302,728
(2,668,055)"
"4,588,282","10,768,614","6,634,673"
"606,833","(534,935)","359,411"
"5,195,115","1 0,233,679","6,994,084"
"4,357,298
230,984","1 0,309,038
459,576","6,301,654
333,019"
"4,588,282","1 0,768,614","6,634,673"
"4,774,376
420,739","9,871,024
362,655","6,651,195
342,889"
"5,195,115","1 0,233,679","6,994,084"
