latoT 000`shSK,"928,403,13","194,784,5","184,791","279,486,5","430,189,1",-,")423,749,3(",")092,669,1(","115,320,53"
"rof evreser 000`shSK
elbaliavA
elas",")847,553(",-,"184,791","184,791",-,-,-,-,")762,851("
"yrotutatS ksir evreser 000`shSK
tiderc","093,036",-,"741,308","741,308","942,321",-,-,"942,321","687,655,1"
desoporP sdnediviD 000`shSK,"323,744,1",-,-,-,-,")323,744,1(",-,")323,744,1(",-
deniateR sgninrae 000`shSK,"283,929,22","194,784,5",")741,308
(","443,486,4",-,"323,744,1",")423,749,3
(",")100,005,2
(","527,311,52"
"rof noitacolla 000`shSK
serahS",-,-,-,-,"893,178,1",-,-,"893,178,1","893,178,1"
erahS muimerp 000`shSK,"732,377,3",-,-,-,")316,31
(",-,-,")316,31
(","426,957,3"
erahS latipac 000`shSK,"542,088,2",-,-,-,-,-,-,-,"542,088,2"
