Group,2023,2022
,KSH ‘000,
,"5,570,240",
,"1,203,644",
,"( 391,995)",
,"1,496,578",
,"7,878,467",
,50.00%,
,"186,073,155",
,"(171,267,033)",
,"14,806,122",
,"7,403,061",
,"475,406",
,"7,878,467",
,"7,493,666",
,"(3,452,143)",
,"1,650,704",
,"(3,110,016)",
,"( 174,923)",
,"2,407,288",
,"1,203,644",
,"2,700,222",
