GROUP,Column,Column
"UNAUDITED
30-Jun
2021
KShs '000'","AUDITED
31-Dec
2020
KShs '000'","UNAUDITED
30-Jun
2020
KShs '000'"
"21,527,156
792,827
17,016,490
204,457,979
13,611,659
49,117,805
40,818,128
1,225,219
4,852,001
-
12,496,611
3,138,244
2,651,294
962,238
5,640,267
-
4,263,283","19,403,419
622,994
18,335,440
187,391,266
11,869,403
42,477,252
47,364,625
1,057,056
5,177,219
-
12,121,588
3,155,449
2,436,493
133,588
4,211,504
-
2,342,497","19,067,868
629,579
35,245,604
184,564,775
16,871,845
17,994,515
37,371,893
5,068,398
-
10,807,554
3,149,099
2,298,405
1,492,656
3,025,708
-
3,052,013"
"382,571,201","358,099,793","340,639,912"
"8,669,921
897,149
276,755,255
534,774
-
6,999,665
9,103,953
9,525,134","6,762,835
261,363
262,681,402
155,863
-
5,402,428
10,317,827
4,454,936","9,465,958
748,740
252,483,719
495,445
-
5,399,898
5,357,614
4,618,893"
"312,485,851","290,036,654","278,570,267"
"1,653,621
17,561,629
40,361,241
929,217
(199,935)
(1,847,990)
7,550,766
(138,561)","826,811
18,390,507
39,610,553
929,217
(36,599)
(1,260,493)
5,867,908
(138,561)","826,811
18,390,507
33,399,587
864,746
(240,929)
(1,451,556)
7,056,021
(129,476)"
"65,869,988
4,215,362","64,189,343
3,873,796","58,715,711
3,353,934"
"70,085,350","68,063,139","62,069,645"
"382,571,201","358,099,793","340,639,912"
