"1
2
3
4
5","NON - PERFORMING LOANS AND ADVANCES
a) Gross Non- performing Loans and advances
Less
b) Interest in suspense
c) Total Non- performing loans and advances (a-b)
Less
d) Loan loss provisions
e) Net Non Performing Loans(c-d)
f) Discounted value of securities
g) Net NPLs exposure (e-f)
INSIDER LOANS AND ADVANCES
a) Directors, shareholders and associates
b) Employees
c) Total Insider Loans and Advances
OFF- BALANCE SHEET ITEMS
a) Letters of Credit,Guarantees,Acceptances
b) Other contingent items
c) Total contingent liabilities
CAPITAL STRENGTH
a) Core capital
b) Minimum Statutory Capital
c) Excess/ (deficiency)
d) Supplementary capital
e) Total capital (a+d)
f) Total risk weighted assets
g) Core capital/total deposit liabilities
h) Minimum statutory ratio
i) Excess /(Deficiency) (g-h)
j) Core capital/total risk weighted assets
k) Minimum statutory ratio
l) Excess /(Deficiency) (j-k)
m) Total capital/total risk weighted assets
n) Minimum statutory ratio
o) Excess /(Deficiency) (m-n)
LIQUIDITY
a) Liquidity ratio
b) Minimum Statutory ratio
c) Excess /(Deficiency) (a-b)","418,889
102,978"
,,"315,911
70,595"
,,"245,316"
,,"245,316"
,,0
,,"41,007
112,140"
,,"153,147"
,,"7,197,471
1,758,367"
,,"8,955,838"
,,"3,749,842
250,000"
,,"3,499,842
8,321"
,,"3,758,163"
,,"26,033,144"
,,"15.80%
8.00%"
,,7.80%
,,"14.40%
8.00%"
,,6.40%
,,"14.44%
12.00%"
,,2.44%
,,"29.79%
20.00%"
,,9.79%
