"2016
KShs '000"
"16,940"
-
"16,940"
-
-
-
"16,940"
"1,495,904"
"1,512,844"
-
-
"( 32,790)"
( 94)
"( 32,884)"
"1,479,960"
-
"1,479,960"
-
"1,479,960"
"( 3,453)"
"1,476,507"
