2017
KShs’000
"3,702,833"
"14,541,507"
"696,356"
"18,940,696"
"( 5,876,547)"
"13,064,149"
"23,327,501"
"99,701,180"
"123,028,681"
"( 994,436)"
"122,034,245"
"135,098,394"
