"2020
KShs’000",Column,"2020
KShs’000"
"15,412,097",,-
"622,994",,-
"18,335,440",,-
"42,477,252",,"28,392"
"47,241,831",,-
-,,"446,059"
"124,089,614","97,326,043","474,451"
