2017
KShs ‘000
"19,602,751"
"( 7,175,806)"
"12,426,945"
"2,431,864"
"( 140,664)"
"2,291,200"
"14,718,145"
"1,677,056"
"32,359"
"1,709,415"
"16,427,560"
"( 2,435,688)"
"( 607,775)"
"( 1,699,906)"
"( 314,698)"
"( 5,058,067)"
"11,369,493"
"( 3,853,113)"
"7,516,380
( 2,028,889)"
"5,487,491"
"282,116"
"( 84,635)"
"197,481"
"5,684,972"
190.52
