GROUP,Column,Column
UNAUDITED,AUDITED,UNAUDITED
"30-Jun
2021
KShs '000'","31-Dec
2020
KShs '000'","30-Jun
2020
KShs '000'"
"14,635,382
(5,769,826)","27,848,575
(12,248,980)","13,116,189
(6,196,884)"
"8,865,556","15,599,595","6,919,305"
"2,205,637
(209,067)","4,170,303
(327,639)","2,059,152
(165,932)"
"1,996,570","3,842,664","1,893,220"
"10,862,126
1,530,306
207,860","19,442,259
3,870,331
597,119","8,812,525
2,019,672
134,230"
"12,600,292","23,909,709","10,966,427"
"(1,052,772)","(2,472,836)","(1,030,628)"
"11,547,520","21,436,873","9,935,799"
"(2,765,439)
(253,382)
(2,017,202)
(909,960)","(4,555,444)
(428,732)
(3,295,865)
(1,525,866)","(2,357,615)
(218,736)
(1,633,303)
(649,264)"
"(5,945,983)","(9,805,907)","(4,858,918)"
"5,601,537
267,923","11,630,966
(678,962)","5,076,881
(579,546)"
"5,869,460
(1,619,807)","10,952,004
(2,539,446)","4,497,335
(1,307,267)"
"4,249,653","8,412,558","3,190,068"
"(813,476)","596,385","157,808"
"3,436,177","9,008,943","3,347,876"
"4,033,987
215,666","8,073,855
338,703","3,050,947
139,121"
"4,249,653","8,412,558","3,190,068"
"3,282,416
153,761","8,498,802
510,141","3,025,170
322,706"
"3,436,177","9,008,943","3,347,876"
