Dec -2022,"Statement of Financial
Position
(Kshs Millions)",March 2023,March 2022,"Year on Year
Growth","Quarter on
Quarter Growth"
"22,818 Cash & Bank Balances 27,721 28,835 -4% 21%",,,,,
"113,112 Government Securities 125,525 123,978 1% 11%",,,,,
"238,590 Net Loans and Advances 257,715 218,406 18% 8%",,,,,
"436,600 Total Assets 472,606 430,831 10% 8%",,,,,
"312,336 Customer Deposits 324,674 309,424 5% 4%",,,,,
"354,950 Total Liabilities 388,150 355,587 9% 9%",,,,,
"Shareholders Equity+
81,650 Non-Controlling 84,455 75,244 12% 3%
Interest",,,,,
