"AUDITED
DECEMBER
2005
(KSHS’000)
1,280,612
242,583
40,609
7,348","AUDITED
DECEMBER
2006
(KSHS’000)
1,722,410
312,257
71,242
-"
"1,571,152","2,105,909"
"634,888
29,898
19,948","816,465
16,157
31,514"
"684,734","864,136"
"886,418","1,241,773"
"79,246
144,610
62,692
-
65,198","98,761
234,357
93,557
-
56,266"
"351,746","482,941"
"1,238,164","1,724,714"
"133,515
278,737
8,200
30,840
74,989
1,309
221,216","77,133
344,767
8,750
35,164
69,405
1,309
251,780"
"748,806","788,308"
"489,358
-","936,406
-"
"489,358
(169,869)
26,031","936,406
(303,450)
15,942"
"345,520","648,898"
