4,DIVIDEND,Column,Column
,,1997,1996
,,Shs'OOO,Shs'OOO
,Dividend brought forward,"160,000","160,000"
,Proposed dividend,"201,000","200,000"
,,"361,000","360,000"
,Paid for previous year,"(160,000)","(160,000)"
,Paid for current year,,"(40,000)"
,,"201,000","160,000"
