4.,DIVIDEND,Column,Column
,,1998,1997
,,Shs'OOO,Shs'OOO
,Dividend brought forward,"201,000","160,000"
,Proposed dividend,"225,000","201,000"
,",~","426,000","361,000"
,Paid forprevious year,"(201,000)","(160,000)"
,Paid for current year,"(20,000)",
,,----,
,,"205,000","201,000"
