6.,RESERVES,Column,Column,Column,Column
,,Share,Revaluation,Revenue,
,,prerniUITl,surplus,reserve,Total
,,Shs'OOO,Shs'OOO,Shs'OOO,Shs'OOO
,At 1July 1997,"129,452","45,834","174,988","350,274"
,Retained profit,,,,
,for the year,,,"87,612","87,612"
,At 30June 1998,"129,452","45,834","262,600","437,886"
