Column,Column,2019,Column,Column,2018,Column,Column
Name,Category,"Fees
KShs 000","Sitting
allowance
KShs 000","Total
KShs 000","Fees
KShs 000","Sitting
allowance
KShs 000","Total
KShs 000"
"Robert
Mbugua
Ngugi Kiuna
Lucy Njoroge
Cosima
Wetende
Steve Maina
Marius
Kruger*
Ruben Chetty*","Chairman Non-
Executive
Chairman (Retired)
Non-Executive
Non-Executive
Non-Executive
Non-Executive
Non-Executive","2,280
-
1,680
1,680
1,680
-
-","560
-
910
1,050
630
-
-",,"1,980
1,140
1,680
1,680
560
-
-","840
420
980
980
700
-
-",
,,,,"2,840",,,"2,820"
,,,,-,,,"1,560"
,,,,"2,590",,,"2,660"
,,,,"2,730",,,"2,660"
,,,,"2,310",,,"1,260"
,,,,-,,,-
,,,,-,,,-
Totals,,"7,320","3,150","10,470","7,040","3,920","10,960"
