GROUP,COMPANY
"2023
KShs’000","2023
KShs’000"
"1,539,342","1,536,907"
"(782,945)","(782,946)"
"756,397","753,961"
"(158,626)","(158,626)"
"(300,468)","(295,092)"
"(27,588)","(36,235)"
"40,364","34,376"
"310,079","298,384"
(998),(998)
"309,081","297,386"
"(111,023)","(112,321)"
"198,058","185,065"
"(9,852)",-
"44,550","44,550"
"34,698","44,550"
"232,756","229,615"
10.14,9.48
