Group,Company
"2021
KShs’000","2021
KShs’000"
"44,637","67,943"
"44,994","44,994"
"70,830","69,701"
"244,984","233,661"
"405,445","416,299"
"(116,681)","(126,488)"
"288,764","289,811"
