Group,Company
"2020
KShs’000","2020
KShs’000"
"448,610","438,457"
"41,349","41,349"
"29,894","58,857"
"519,853","538,663"
"(120,131)","(146,476)"
"399,722","392,187"
"5,893","5,854"
"52,332","33,508"
"457,947","431,549"
