Note,Group and Company
,"2020
KShs’000"
,"7,441"
,"1,420"
,"1,063"
,"(1,104)"
,"8,820"
,"7,768"
,"1,052"
,"8,820"
,Lease Term
,99 years
,55 years
,99 years
,513
,"1,063"
,"1,104"
