Group,Company
"2023
KShs’000","2023
KShs’000"
"267,735","267,735"
"91,857","91,857"
"66,606","66,606"
"202,928","202,928"
"629,126","629,126"
"15,512","34,504"
"644,638","663,630"
"(85,044)","(85,044)"
-,"(18,992)"
"(85,044)","104,036"
"559,594","559,5943"
