GROUP,COMPANY
"2023
KShs’000","2023
KShs’000"
"479,751","490,508"
"9,918","9,918"
-,60
"222,750","222,750"
"54,056","54,056"
"766,475","777,292"
"187,623","187,623"
"570,269","570,269"
-,-
"633,449","633,449"
"1,391,341","1,391,341"
"2,157,816","2,168,633"
"97,627","97,627"
"2,554","2,554"
"135,504","173,023"
"1,571,812","1,523,217"
"1,807,497","1,796,421"
"7,624","7,624"
"1,052","1,052"
"60,112","60,112"
"281,531","303,424"
"342,695","364,588"
"2,157,816","2,168,633"
