Group,Company
"2023
KShs’000","2023
KShs’000"
"309,081","297,386"
"92,724","89,215"
"(6,311)","(6,311)"
"28,674","28,674"
-,-
"(2,533)",-
"(1,531)",743
-,-
"111,023","112,321"
