Group,Column,Company
"2015
KShs’000
312,626
238,969
125,290
70,292
1,291
48,914
56,170
24,128
151,793",,"2015
KShs’000
273,117
230,201
125,088
62,370
1,211
48,452
52,929
20,242
113,867"
"1,029,473","1,098,500","927,477"
"603,181
101,093
325,199","667,502
112,012
318,986","558,062
96,403
273,012"
"1,029,473","1,098,500","927,477"
"755
16,677","738
16,576","221
16,514"
