GROUP,Column,COMPANY
2018,"2017
KShs’000
84,190
-
19,909
(21,150)
-
(193)",2018
KShs’000,,KShs’000
"82,756",,"69,097"
"6,514",,"12,690"
"18,659",,"19,864"
-,,-
(97),,(97)
(503),,-
"107,329","82,756","101,554"
