Group,Company
"2022
KShs’000","2022
KShs’000"
"43,052","50,992"
"62,317","60,892"
"296,994","308,725"
"365,948","331,175"
"768,311","751,784"
"4,511","31,945"
"772,822","783,729"
"(129,452)","(119,657)"
-,"(27,434)"
"(129,452)","(147,091)"
"643,370","636,638"
