Group,Company
"2022
KShs’000","2022
KShs’000"
"484,046","467,519"
"284,265","284,265"
"768,311","751,784"
"(129,452)","(119,657)"
"638,859","632,127"
"4,511","31,945"
-,"(27,434)"
"4,511","4,511"
"9,859","6,563"
"3,991","3,992"
"657,220","647,193"
