Column,Column,2020,Column,Column,2019,Column,Column
Name,Category,"Fees
KShs 000","Sitting
allowance
KShs 000","Total
KShs 000","Fees
KShs 000","Sitting
allowance
KShs 000","Total
KShs 000"
"Robert Mbugua
Lucy Njoroge
Cosima Wetende
Steve Maina
Marius Kruger*
Ruben Chetty*","Chairman Non-
Executive
Non-Executive
Non-Executive
Non-Executive
Non-Executive
Non-Executive","2,109
280
1,554
1,554
-
-","437
-
627
557
-
-",,"2,280
1,680
1,680
1,680
-
-","560
910
1,050
630
-
-",
,,,,"2,546",,,"2,840"
,,,,280,,,"2,590"
,,,,"2,181",,,"2,730"
,,,,"2,111",,,"2,310"
,,,,-,,,-
,,,,-,,,-
Totals,,"5,497","1,621","7,118","7,320","3,150","10,470"
