Group,Company
"2021
KShs’000","2021
KShs’000"
"1,144,036","1,141,547"
"73,285","70,788"
"129,137","128,472"
"35,310","35,310"
"1,381,768","1,376,117"
"1,220,982","1,215,331"
"160,786","160,786"
"1,381,768","1,376,117"
