GROUP,COMPANY
"2021
KShs’000","2021
KShs’000"
"210,455","213,793"
"(68,853)","(68,347)"
"141,602","145,446"
"(52,212)","(52,212)"
"5,292","1,132"
"245,043",-
-,"245,043"
"33,633","33,633"
"10,395","10,395"
"242,151","237,991"
"(1,052)","(1,052)"
-,-
"(110,319)","(110,319)"
"(111,371)","(111,371)"
"272,382","272,066"
"315,498","290,751"
"(2,086)",-
"585,794","562,817"
