GROUP,COMPANY
"2020
KShs’000","2020
KShs’000"
"76,713","76,828"
"(35,733)","(35,236)"
"40,980","41,592"
"(35,574)","(35,574)"
"17,951","16,415"
"1,125,061","1,045,998"
"(898,805)","(898,805)"
"27,572","27,367"
-,"76,613"
"236,205","232,014"
"(1,104)","(1,104)"
(124),(124)
-,-
"(1,228)","(1,228)"
"275,957","272,378"
"37,980","18,373"
"1,561",-
"315,498","290,751"
